,,,D001,D002,D003
GEO.id,GEO.id2,GEO.display-label,Total:,Total:,Total:
Id,Id2,Geography,,Occupied,Vacant
1000000US060014441002036,060014441002036,"Block 2036, Block Group 2, Census Tract 4441, Alameda County, California",10,8,2
1000000US060014441002037,060014441002037,"Block 2037, Block Group 2, Census Tract 4441, Alameda County, California",10,10,0
1000000US060014441003000,060014441003000,"Block 3000, Block Group 3, Census Tract 4441, Alameda County, California",14,14,0
1000000US060014441003001,060014441003001,"Block 3001, Block Group 3, Census Tract 4441, Alameda County, California",28,27,1
1000000US060014441003002,060014441003002,"Block 3002, Block Group 3, Census Tract 4441, Alameda County, California",47,45,2
1000000US060014441003003,060014441003003,"Block 3003, Block Group 3, Census Tract 4441, Alameda County, California",44,42,2
1000000US060014441003004,060014441003004,"Block 3004, Block Group 3, Census Tract 4441, Alameda County, California",37,37,0
1000000US060014441003005,060014441003005,"Block 3005, Block Group 3, Census Tract 4441, Alameda County, California",85,84,1
1000000US060014441003006,060014441003006,"Block 3006, Block Group 3, Census Tract 4441, Alameda County, California",22,22,0
1000000US060014441003007,060014441003007,"Block 3007, Block Group 3, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441003008,060014441003008,"Block 3008, Block Group 3, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441003009,060014441003009,"Block 3009, Block Group 3, Census Tract 4441, Alameda County, California",19,19,0
1000000US060014441003010,060014441003010,"Block 3010, Block Group 3, Census Tract 4441, Alameda County, California",14,13,1
1000000US060014441003011,060014441003011,"Block 3011, Block Group 3, Census Tract 4441, Alameda County, California",42,40,2
1000000US060014441003012,060014441003012,"Block 3012, Block Group 3, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441003013,060014441003013,"Block 3013, Block Group 3, Census Tract 4441, Alameda County, California",62,59,3
1000000US060014441003014,060014441003014,"Block 3014, Block Group 3, Census Tract 4441, Alameda County, California",42,42,0
1000000US060014441003015,060014441003015,"Block 3015, Block Group 3, Census Tract 4441, Alameda County, California",41,41,0
1000000US060014441003016,060014441003016,"Block 3016, Block Group 3, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441003017,060014441003017,"Block 3017, Block Group 3, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441003018,060014441003018,"Block 3018, Block Group 3, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441003019,060014441003019,"Block 3019, Block Group 3, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441003020,060014441003020,"Block 3020, Block Group 3, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441003021,060014441003021,"Block 3021, Block Group 3, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441004000,060014441004000,"Block 4000, Block Group 4, Census Tract 4441, Alameda County, California",5,5,0
1000000US060014441004001,060014441004001,"Block 4001, Block Group 4, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441004002,060014441004002,"Block 4002, Block Group 4, Census Tract 4441, Alameda County, California",25,25,0
1000000US060014441004003,060014441004003,"Block 4003, Block Group 4, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441004004,060014441004004,"Block 4004, Block Group 4, Census Tract 4441, Alameda County, California",54,51,3
1000000US060014441004005,060014441004005,"Block 4005, Block Group 4, Census Tract 4441, Alameda County, California",36,36,0
1000000US060014441004006,060014441004006,"Block 4006, Block Group 4, Census Tract 4441, Alameda County, California",51,49,2
1000000US060014441004007,060014441004007,"Block 4007, Block Group 4, Census Tract 4441, Alameda County, California",240,240,0
1000000US060014441004008,060014441004008,"Block 4008, Block Group 4, Census Tract 4441, Alameda County, California",32,28,4
1000000US060014441004009,060014441004009,"Block 4009, Block Group 4, Census Tract 4441, Alameda County, California",30,30,0
1000000US060014441004010,060014441004010,"Block 4010, Block Group 4, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441004011,060014441004011,"Block 4011, Block Group 4, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441004012,060014441004012,"Block 4012, Block Group 4, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441004013,060014441004013,"Block 4013, Block Group 4, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441004014,060014441004014,"Block 4014, Block Group 4, Census Tract 4441, Alameda County, California",3,3,0
1000000US060014441004015,060014441004015,"Block 4015, Block Group 4, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441004016,060014441004016,"Block 4016, Block Group 4, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014441004017,060014441004017,"Block 4017, Block Group 4, Census Tract 4441, Alameda County, California",49,48,1
1000000US060014441004018,060014441004018,"Block 4018, Block Group 4, Census Tract 4441, Alameda County, California",29,28,1
1000000US060014441004019,060014441004019,"Block 4019, Block Group 4, Census Tract 4441, Alameda County, California",18,18,0
1000000US060014441004020,060014441004020,"Block 4020, Block Group 4, Census Tract 4441, Alameda County, California",0,0,0
1000000US060014442001000,060014442001000,"Block 1000, Block Group 1, Census Tract 4442, Alameda County, California",77,74,3
1000000US060014442001001,060014442001001,"Block 1001, Block Group 1, Census Tract 4442, Alameda County, California",0,0,0
1000000US060014442001002,060014442001002,"Block 1002, Block Group 1, Census Tract 4442, Alameda County, California",28,28,0
1000000US060014442001003,060014442001003,"Block 1003, Block Group 1, Census Tract 4442, Alameda County, California",0,0,0
1000000US060014442001004,060014442001004,"Block 1004, Block Group 1, Census Tract 4442, Alameda County, California",79,76,3
1000000US060014442001005,060014442001005,"Block 1005, Block Group 1, Census Tract 4442, Alameda County, California",42,41,1
1000000US060014442001006,060014442001006,"Block 1006, Block Group 1, Census Tract 4442, Alameda County, California",19,18,1
1000000US060014442001007,060014442001007,"Block 1007, Block Group 1, Census Tract 4442, Alameda County, California",0,0,0
1000000US060014442001008,060014442001008,"Block 1008, Block Group 1, Census Tract 4442, Alameda County, California",18,18,0
1000000US060014442001009,060014442001009,"Block 1009, Block Group 1, Census Tract 4442, Alameda County, California",47,47,0
1000000US060014442001010,060014442001010,"Block 1010, Block Group 1, Census Tract 4442, Alameda County, California",72,70,2
1000000US060014442001011,060014442001011,"Block 1011, Block Group 1, Census Tract 4442, Alameda County, California",3,3,0
1000000US060014442001012,060014442001012,"Block 1012, Block Group 1, Census Tract 4442, Alameda County, California",0,0,0
1000000US060014442001013,060014442001013,"Block 1013, Block Group 1, Census Tract 4442, Alameda County, California",25,25,0
1000000US060014442002000,060014442002000,"Block 2000, Block Group 2, Census Tract 4442, Alameda County, California",32,32,0
1000000US060014442002001,060014442002001,"Block 2001, Block Group 2, Census Tract 4442, Alameda County, California",42,40,2
1000000US060014442002002,060014442002002,"Block 2002, Block Group 2, Census Tract 4442, Alameda County, California",0,0,0
1000000US060014442002003,060014442002003,"Block 2003, Block Group 2, Census Tract 4442, Alameda County, California",36,35,1
1000000US060014442002004,060014442002004,"Block 2004, Block Group 2, Census Tract 4442, Alameda County, California",23,23,0
1000000US060014442002005,060014442002005,"Block 2005, Block Group 2, Census Tract 4442, Alameda County, California",37,36,1
1000000US060014442002006,060014442002006,"Block 2006, Block Group 2, Census Tract 4442, Alameda County, California",136,136,0
1000000US060014442002007,060014442002007,"Block 2007, Block Group 2, Census Tract 4442, Alameda County, California",0,0,0
1000000US060014442002008,060014442002008,"Block 2008, Block Group 2, Census Tract 4442, Alameda County, California",17,17,0
1000000US060014442002009,060014442002009,"Block 2009, Block Group 2, Census Tract 4442, Alameda County, California",0,0,0
1000000US060014442002010,060014442002010,"Block 2010, Block Group 2, Census Tract 4442, Alameda County, California",24,23,1
1000000US060014442002011,060014442002011,"Block 2011, Block Group 2, Census Tract 4442, Alameda County, California",23,21,2
1000000US060014442002012,060014442002012,"Block 2012, Block Group 2, Census Tract 4442, Alameda County, California",0,0,0
1000000US060014442002013,060014442002013,"Block 2013, Block Group 2, Census Tract 4442, Alameda County, California",30,29,1
1000000US060014442002014,060014442002014,"Block 2014, Block Group 2, Census Tract 4442, Alameda County, California",13,13,0
1000000US060014442002015,060014442002015,"Block 2015, Block Group 2, Census Tract 4442, Alameda County, California",45,44,1
1000000US060014442002016,060014442002016,"Block 2016, Block Group 2, Census Tract 4442, Alameda County, California",0,0,0
1000000US060014442002017,060014442002017,"Block 2017, Block Group 2, Census Tract 4442, Alameda County, California",51,51,0
1000000US060014442002018,060014442002018,"Block 2018, Block Group 2, Census Tract 4442, Alameda County, California",68,67,1
1000000US060014442002019,060014442002019,"Block 2019, Block Group 2, Census Tract 4442, Alameda County, California",49,46,3
1000000US060014442002020,060014442002020,"Block 2020, Block Group 2, Census Tract 4442, Alameda County, California",26,23,3
1000000US060014442002021,060014442002021,"Block 2021, Block Group 2, Census Tract 4442, Alameda County, California",30,29,1
1000000US060014442002022,060014442002022,"Block 2022, Block Group 2, Census Tract 4442, Alameda County, California",33,33,0
1000000US060014442002023,060014442002023,"Block 2023, Block Group 2, Census Tract 4442, Alameda County, California",0,0,0
1000000US060014442003000,060014442003000,"Block 3000, Block Group 3, Census Tract 4442, Alameda County, California",0,0,0
1000000US060014442003001,060014442003001,"Block 3001, Block Group 3, Census Tract 4442, Alameda County, California",20,20,0
1000000US060014442003002,060014442003002,"Block 3002, Block Group 3, Census Tract 4442, Alameda County, California",0,0,0
1000000US060014442003003,060014442003003,"Block 3003, Block Group 3, Census Tract 4442, Alameda County, California",154,147,7
1000000US060014442003004,060014442003004,"Block 3004, Block Group 3, Census Tract 4442, Alameda County, California",0,0,0
1000000US060014442003005,060014442003005,"Block 3005, Block Group 3, Census Tract 4442, Alameda County, California",15,15,0
1000000US060014442003006,060014442003006,"Block 3006, Block Group 3, Census Tract 4442, Alameda County, California",16,16,0
1000000US060014442003007,060014442003007,"Block 3007, Block Group 3, Census Tract 4442, Alameda County, California",12,12,0
1000000US060014442003008,060014442003008,"Block 3008, Block Group 3, Census Tract 4442, Alameda County, California",0,0,0
1000000US060014442003009,060014442003009,"Block 3009, Block Group 3, Census Tract 4442, Alameda County, California",93,84,9
1000000US060014442003010,060014442003010,"Block 3010, Block Group 3, Census Tract 4442, Alameda County, California",46,43,3
1000000US060014442003011,060014442003011,"Block 3011, Block Group 3, Census Tract 4442, Alameda County, California",0,0,0
1000000US060014442003012,060014442003012,"Block 3012, Block Group 3, Census Tract 4442, Alameda County, California",90,90,0
1000000US060014442003013,060014442003013,"Block 3013, Block Group 3, Census Tract 4442, Alameda County, California",18,18,0
1000000US060014442003014,060014442003014,"Block 3014, Block Group 3, Census Tract 4442, Alameda County, California",0,0,0
1000000US060014442003015,060014442003015,"Block 3015, Block Group 3, Census Tract 4442, Alameda County, California",0,0,0
1000000US060014442003016,060014442003016,"Block 3016, Block Group 3, Census Tract 4442, Alameda County, California",0,0,0
1000000US060014442003017,060014442003017,"Block 3017, Block Group 3, Census Tract 4442, Alameda County, California",70,69,1
1000000US060014442003018,060014442003018,"Block 3018, Block Group 3, Census Tract 4442, Alameda County, California",147,144,3
